DayOfWeek,Date,DepTime,ArrTime,CRSArrTime,UniqueCarrier,Airline,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Org_Airport,Dest,Dest_Airport,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,DepHour,DepMinute,DepDatetime,Month,Hour,Route,DepDateTime,ArrDateTime,CRSArrDateTime
Saturday,2019-05-11,1619,2018,1935,US,US Airways Inc.,551,N175AW,119,144,104,43,68,PHX,Phoenix Sky Harbor International Airport,DFW,Dallas/Fort Worth International Airport,868,6,9,0,N,0,40,0,0,0,3,16,19,2019-05-11 16:19:00,5,16,PHX-DFW,2019-05-11 16:19:00,2019-05-11 20:18:00,2019-05-11 19:35:00
Tuesday,2019-04-30,636,721,650,MQ,American Eagle Airlines Inc.,4374,N690AE,45,50,32,31,36,CMI,University of Illinois - Willard Airport,ORD,Chicago O'Hare International Airport,135,5,8,0,N,0,31,0,0,0,0,6,36,2019-04-30 06:36:00,4,6,CMI-ORD,2019-04-30 06:36:00,2019-04-30 07:21:00,2019-04-30 06:50:00
Thursday,2019-03-07,2041,2055,2035,WN,Southwest Airlines Co.,3157,N472WN,74,80,57,20,26,PHX,Phoenix Sky Harbor International Airport,LAX,Los Angeles International Airport,370,9,8,0,N,0,10,0,0,0,10,20,41,2019-03-07 20:41:00,3,20,PHX-LAX,2019-03-07 20:41:00,2019-03-07 20:55:00,2019-03-08 20:35:00
Tuesday,2019-03-12,1550,1727,1648,EV,Atlantic Southeast Airlines,4172,N631AS,97,118,82,39,60,MYR,Myrtle Beach International Airport,ATL,Hartsfield-Jackson Atlanta International Airport,317,7,8,0,N,0,39,0,0,0,0,15,50,2019-03-12 15:50:00,3,15,MYR-ATL,2019-03-12 15:50:00,2019-03-12 17:27:00,2019-03-12 16:48:00
Wednesday,2019-02-13,827,838,610,MQ,American Eagle Airlines Inc.,4001,N627AE,71,70,40,148,147,FNT,Bishop International Airport,ORD,Chicago O'Hare International Airport,223,6,25,0,N,0,147,0,1,0,0,8,27,2019-02-13 08:27:00,2,8,FNT-ORD,2019-02-13 08:27:00,2019-02-13 08:38:00,2019-02-14 06:10:00
Tuesday,2019-04-23,1403,1557,1412,UA,United Air Lines Inc.,301,N342UA,114,117,94,105,108,DEN,Denver International Airport,BOI,Boise Airport (Boise Air Terminal),649,4,16,0,N,0,11,0,0,0,94,14,3,2019-04-23 14:03:00,4,14,DEN-BOI,2019-04-23 14:03:00,2019-04-23 15:57:00,2019-04-23 14:12:00
Friday,2019-06-14,2307,2321,1623,EV,Atlantic Southeast Airlines,4774,N842AS,74,82,50,418,426,ATL,Hartsfield-Jackson Atlanta International Airport,MEM,Memphis International Airport,332,3,21,0,N,0,125,0,293,0,0,23,7,2019-06-14 23:07:00,6,23,ATL-MEM,2019-06-14 23:07:00,2019-06-14 23:21:00,2019-06-15 16:23:00
Thursday,2019-02-14,1610,1908,1850,MQ,American Eagle Airlines Inc.,4481,N826AE,118,125,93,18,25,ORD,Chicago O'Hare International Airport,BDL,Bradley International Airport,783,2,23,0,N,0,18,0,0,0,0,16,10,2019-02-14 16:10:00,2,16,ORD-BDL,2019-02-14 16:10:00,2019-02-14 19:08:00,2019-02-14 18:50:00
Wednesday,2019-01-02,2123,14,2215,WN,Southwest Airlines Co.,714,N443WN,111,110,95,119,118,MDW,Chicago Midway International Airport,ALB,Albany International Airport,717,5,11,0,N,0,29,0,1,0,89,21,23,2019-01-02 21:23:00,1,21,MDW-ALB,2019-01-02 21:23:00,2019-01-03 00:14:00,2019-01-02 22:15:00
Friday,2019-02-15,1230,1805,1715,AA,American Airlines Inc.,1006,N520AA,215,205,197,50,40,OAK,Oakland International Airport,DFW,Dallas/Fort Worth International Airport,1456,10,8,0,N,0,14,0,10,0,26,12,30,2019-02-15 12:30:00,2,12,OAK-DFW,2019-02-15 12:30:00,2019-02-15 18:05:00,2019-02-15 17:15:00
Saturday,2019-02-23,1407,1708,1540,OO,Skywest Airlines Inc.,5852,N765SK,121,125,91,88,92,LAX,Los Angeles International Airport,ASE,Aspen-Pitkin County Airport,737,4,26,0,N,0,0,0,0,0,88,14,7,2019-02-23 14:07:00,2,14,LAX-ASE,2019-02-23 14:07:00,2019-02-23 17:08:00,2019-02-23 15:40:00
Sunday,2019-03-17,1840,1950,1930,MQ,American Eagle Airlines Inc.,4353,N679AE,70,60,51,20,10,ORD,Chicago O'Hare International Airport,CID,The Eastern Iowa Airport,196,5,14,0,N,0,10,0,10,0,0,18,40,2019-03-17 18:40:00,3,18,ORD-CID,2019-03-17 18:40:00,2019-03-17 19:50:00,2019-03-17 19:30:00
Wednesday,2019-02-13,1950,2116,2045,UA,United Air Lines Inc.,1172,N378UA,86,81,65,31,26,LAX,Los Angeles International Airport,SFO,San Francisco International Airport,337,5,16,0,N,0,26,0,5,0,0,19,50,2019-02-13 19:50:00,2,19,LAX-SFO,2019-02-13 19:50:00,2019-02-13 21:16:00,2019-02-13 20:45:00
Saturday,2019-02-23,1500,1627,1526,EV,Atlantic Southeast Airlines,4779,N873AS,87,86,61,61,60,CRW,Yeager Airport,ATL,Hartsfield-Jackson Atlanta International Airport,363,12,14,0,N,0,60,0,1,0,0,15,0,2019-02-23 15:00:00,2,15,CRW-ATL,2019-02-23 15:00:00,2019-02-23 16:27:00,2019-02-23 15:26:00
Tuesday,2019-03-26,1313,1910,1830,WN,Southwest Airlines Co.,410,N278WN,237,230,207,40,33,LAX,Los Angeles International Airport,MDW,Chicago Midway International Airport,1750,4,26,0,N,0,10,0,7,0,23,13,13,2019-03-26 13:13:00,3,13,LAX-MDW,2019-03-26 13:13:00,2019-03-26 19:10:00,2019-03-26 18:30:00
Friday,2019-01-11,1252,1518,1325,AA,American Airlines Inc.,2413,N455AA,146,90,58,113,57,LAX,Los Angeles International Airport,SFO,San Francisco International Airport,337,5,83,0,N,0,0,0,113,0,0,12,52,2019-01-11 12:52:00,1,12,LAX-SFO,2019-01-11 12:52:00,2019-01-11 15:18:00,2019-01-11 13:25:00
Tuesday,2019-06-18,2156,129,103,UA,United Air Lines Inc.,9,N518UA,393,413,354,26,46,JFK,John F. Kennedy International Airport (New York International Airport),SFO,San Francisco International Airport,2586,3,36,0,N,0,0,0,0,0,26,21,56,2019-06-18 21:56:00,6,21,JFK-SFO,2019-06-18 21:56:00,2019-06-19 01:29:00,2019-06-19 01:03:00
Friday,2019-03-01,1938,2204,2101,UA,United Air Lines Inc.,352,N419UA,86,106,72,63,83,ORD,Chicago O'Hare International Airport,GSO,Piedmont Triad International Airport,590,3,11,0,N,0,0,0,0,0,63,19,38,2019-03-01 19:38:00,3,19,ORD-GSO,2019-03-01 19:38:00,2019-03-01 22:04:00,2019-03-01 21:01:00
Wednesday,2019-03-13,853,1120,1000,WN,Southwest Airlines Co.,2265,N789SW,147,155,134,80,88,BUF,Buffalo Niagara International Airport,MCO,Orlando International Airport,1011,6,7,0,N,0,80,0,0,0,0,8,53,2019-03-13 08:53:00,3,8,BUF-MCO,2019-03-13 08:53:00,2019-03-13 11:20:00,2019-03-13 10:00:00
Thursday,2019-04-11,57,253,2335,B6,JetBlue Airways,1315,N238JB,116,90,52,198,172,JFK,John F. Kennedy International Airport (New York International Airport),IAD,Washington Dulles International Airport,228,6,58,0,N,0,9,0,189,0,0,0,57,2019-04-11 00:57:00,4,0,JFK-IAD,2019-04-11 00:57:00,2019-04-11 02:53:00,2019-04-11 23:35:00
Monday,2019-04-01,1958,2144,2055,MQ,American Eagle Airlines Inc.,4231,N858AE,106,110,91,49,53,HSV,Huntsville International Airport,ORD,Chicago O'Hare International Airport,510,6,9,0,N,0,0,0,0,0,49,19,58,2019-04-01 19:58:00,4,19,HSV-ORD,2019-04-01 19:58:00,2019-04-01 21:44:00,2019-04-01 20:55:00
Monday,2019-03-04,1451,1602,1543,DL,Delta Air Lines Inc.,1924,N910DE,71,74,42,19,22,LGA,LaGuardia Airport (Marine Air Terminal),BOS,Gen. Edward Lawrence Logan International Airport,185,7,22,0,N,0,0,0,0,0,19,14,51,2019-03-04 14:51:00,3,14,LGA-BOS,2019-03-04 14:51:00,2019-03-04 16:02:00,2019-03-04 15:43:00
Sunday,2019-02-10,1715,1753,1655,EV,Atlantic Southeast Airlines,4399,N841AS,38,59,20,58,79,ATL,Hartsfield-Jackson Atlanta International Airport,AGS,Augusta Regional Airport (Bush Field),143,4,14,0,N,0,58,0,0,0,0,17,15,2019-02-10 17:15:00,2,17,ATL-AGS,2019-02-10 17:15:00,2019-02-10 17:53:00,2019-02-11 16:55:00
Sunday,2019-06-23,2117,2338,2310,WN,Southwest Airlines Co.,2700,N795SW,81,80,64,28,27,BNA,Nashville International Airport,RDU,Raleigh-Durham International Airport,443,8,9,0,N,0,0,0,1,0,27,21,17,2019-06-23 21:17:00,6,21,BNA-RDU,2019-06-23 21:17:00,2019-06-23 23:38:00,2019-06-23 23:10:00
Tuesday,2019-02-19,2213,46,2300,WN,Southwest Airlines Co.,841,N645SW,93,105,84,106,118,LAX,Los Angeles International Airport,ABQ,Albuquerque International Sunport,677,4,5,0,N,0,0,0,0,0,106,22,13,2019-02-19 22:13:00,2,22,LAX-ABQ,2019-02-19 22:13:00,2019-02-20 00:46:00,2019-02-19 23:00:00
Tuesday,2019-01-01,837,1036,1013,OO,Skywest Airlines Inc.,5861,N742SK,179,178,142,23,22,ORD,Chicago O'Hare International Airport,ASE,Aspen-Pitkin County Airport,1013,4,33,0,N,0,23,0,0,0,0,8,37,2019-01-01 08:37:00,1,8,ORD-ASE,2019-01-01 08:37:00,2019-01-01 10:36:00,2019-01-01 10:13:00
Monday,2019-03-04,2327,1,2230,OO,Skywest Airlines Inc.,2548,N479CA,34,35,12,91,92,MKE,General Mitchell International Airport,MSN,Dane County Regional Airport,74,10,12,0,N,0,91,0,0,0,0,23,27,2019-03-04 23:27:00,3,23,MKE-MSN,2019-03-04 23:27:00,2019-03-05 00:01:00,2019-03-05 22:30:00
Friday,2019-02-22,1439,1704,1540,DL,Delta Air Lines Inc.,993,N909DL,145,160,124,84,99,FLL,Fort Lauderdale-Hollywood International Airport,CVG,Cincinnati/Northern Kentucky International Airport,932,6,15,0,N,0,3,0,0,0,81,14,39,2019-02-22 14:39:00,2,14,FLL-CVG,2019-02-22 14:39:00,2019-02-22 17:04:00,2019-02-22 15:40:00
Monday,2019-06-10,1239,1441,1409,EV,Atlantic Southeast Airlines,4562,N875AS,122,127,104,32,37,GRR,Gerald R. Ford International Airport,ATL,Hartsfield-Jackson Atlanta International Airport,640,7,11,0,N,0,5,0,0,0,27,12,39,2019-06-10 12:39:00,6,12,GRR-ATL,2019-06-10 12:39:00,2019-06-10 14:41:00,2019-06-10 14:09:00
Tuesday,2019-02-12,1736,2055,1935,WN,Southwest Airlines Co.,277,N773SA,199,180,177,80,61,ISP,Long Island MacArthur Airport,TPA,Tampa International Airport,1034,4,18,0,N,0,0,12,19,0,49,17,36,2019-02-12 17:36:00,2,17,ISP-TPA,2019-02-12 17:36:00,2019-02-12 20:55:00,2019-02-12 19:35:00
Saturday,2019-06-15,2241,2400,2055,AA,American Airlines Inc.,363,N262AA,139,150,121,185,196,LGA,LaGuardia Airport (Marine Air Terminal),ORD,Chicago O'Hare International Airport,733,6,12,0,N,0,20,0,0,0,165,22,41,2019-06-15 22:41:00,6,22,LGA-ORD,2019-06-15 22:41:00,2019-06-16 00:00:00,2019-06-16 20:55:00
Tuesday,2019-03-19,1850,2126,2007,DL,Delta Air Lines Inc.,1706,N985DL,96,72,52,79,55,VPS,Destin-Fort Walton Beach Airport/Eglin AFB,ATL,Hartsfield-Jackson Atlanta International Airport,264,14,30,0,N,0,6,0,24,0,49,18,50,2019-03-19 18:50:00,3,18,VPS-ATL,2019-03-19 18:50:00,2019-03-19 21:26:00,2019-03-19 20:07:00
Thursday,2019-05-23,1102,1258,1210,AS,Alaska Airlines Inc.,324,N784AS,116,130,97,48,62,SEA,Seattle-Tacoma International Airport,SJC,Norman Y. Mineta San José International Airport,697,3,16,0,N,0,0,0,0,0,48,11,2,2019-05-23 11:02:00,5,11,SEA-SJC,2019-05-23 11:02:00,2019-05-23 12:58:00,2019-05-23 12:10:00
Wednesday,2019-05-29,1535,2015,1959,AA,American Airlines Inc.,740,N297AA,220,214,187,16,10,DFW,Dallas/Fort Worth International Airport,LGA,LaGuardia Airport (Marine Air Terminal),1389,5,28,0,N,0,10,0,6,0,0,15,35,2019-05-29 15:35:00,5,15,DFW-LGA,2019-05-29 15:35:00,2019-05-29 20:15:00,2019-05-29 19:59:00
Saturday,2019-02-23,1132,1339,1321,US,US Airways Inc.,1787,N111US,307,301,288,18,12,CLT,Charlotte Douglas International Airport,LAS,McCarran International Airport,1916,3,16,0,N,0,12,0,6,0,0,11,32,2019-02-23 11:32:00,2,11,CLT-LAS,2019-02-23 11:32:00,2019-02-23 13:39:00,2019-02-23 13:21:00
Friday,2019-02-01,827,952,915,WN,Southwest Airlines Co.,802,N432WN,145,170,135,37,62,MCO,Orlando International Airport,MDW,Chicago Midway International Airport,989,5,5,0,N,0,0,37,0,0,0,8,27,2019-02-01 08:27:00,2,8,MCO-MDW,2019-02-01 08:27:00,2019-02-01 09:52:00,2019-02-01 09:15:00
Monday,2019-03-25,1641,1808,1731,MQ,American Eagle Airlines Inc.,3077,N317AE,87,91,69,37,41,LAX,Los Angeles International Airport,MRY,Monterey Regional Airport (Monterey Peninsula Airport),267,4,14,0,N,0,0,0,0,0,37,16,41,2019-03-25 16:41:00,3,16,LAX-MRY,2019-03-25 16:41:00,2019-03-25 18:08:00,2019-03-25 17:31:00
Wednesday,2019-04-03,1901,1949,1900,MQ,American Eagle Airlines Inc.,4064,N677AE,48,60,29,49,61,MLI,Quad City International Airport,ORD,Chicago O'Hare International Airport,139,8,11,0,N,0,0,0,39,0,10,19,1,2019-04-03 19:01:00,4,19,MLI-ORD,2019-04-03 19:01:00,2019-04-03 19:49:00,2019-04-04 19:00:00
Sunday,2019-01-20,1357,1700,1631,US,US Airways Inc.,544,N906AW,123,141,103,29,47,PHX,Phoenix Sky Harbor International Airport,DFW,Dallas/Fort Worth International Airport,868,9,11,0,N,0,29,0,0,0,0,13,57,2019-01-20 13:57:00,1,13,PHX-DFW,2019-01-20 13:57:00,2019-01-20 17:00:00,2019-01-20 16:31:00
Monday,2019-05-20,1815,1902,1705,AS,Alaska Airlines Inc.,40,N763AS,47,51,41,117,121,ADQ,Kodiak Airport,ANC,Ted Stevens Anchorage International Airport,252,2,4,0,N,0,0,0,0,0,117,18,15,2019-05-20 18:15:00,5,18,ADQ-ANC,2019-05-20 18:15:00,2019-05-20 19:02:00,2019-05-21 17:05:00
Saturday,2019-04-20,1524,1754,1724,UA,United Air Lines Inc.,149,N225UA,270,264,249,30,24,ORD,Chicago O'Hare International Airport,SFO,San Francisco International Airport,1846,3,18,0,N,0,24,0,6,0,0,15,24,2019-04-20 15:24:00,4,15,ORD-SFO,2019-04-20 15:24:00,2019-04-20 17:54:00,2019-04-20 17:24:00
Wednesday,2019-01-02,1615,1712,1555,WN,Southwest Airlines Co.,36,N506SW,57,55,41,77,75,HOU,William P. Hobby Airport,DAL,Dallas Love Field,239,3,13,0,N,0,51,0,2,0,24,16,15,2019-01-02 16:15:00,1,16,HOU-DAL,2019-01-02 16:15:00,2019-01-02 17:12:00,2019-01-03 15:55:00
Monday,2019-01-14,1453,1635,1555,UA,United Air Lines Inc.,622,N534UA,102,85,75,40,23,MSP,Minneapolis-Saint Paul International Airport,ORD,Chicago O'Hare International Airport,334,7,20,0,N,0,0,0,40,0,0,14,53,2019-01-14 14:53:00,1,14,MSP-ORD,2019-01-14 14:53:00,2019-01-14 16:35:00,2019-01-14 15:55:00
Thursday,2019-05-02,1921,2040,2010,WN,Southwest Airlines Co.,83,N638SW,79,85,68,30,36,OAK,Oakland International Airport,LAS,McCarran International Airport,407,6,5,0,N,0,0,0,2,0,28,19,21,2019-05-02 19:21:00,5,19,OAK-LAS,2019-05-02 19:21:00,2019-05-02 20:40:00,2019-05-02 20:10:00
Tuesday,2019-04-16,719,1137,1106,US,US Airways Inc.,540,N334AW,138,141,108,31,34,PHX,Phoenix Sky Harbor International Airport,DFW,Dallas/Fort Worth International Airport,868,12,18,0,N,0,31,0,0,0,0,7,19,2019-04-16 07:19:00,4,7,PHX-DFW,2019-04-16 07:19:00,2019-04-16 11:37:00,2019-04-16 11:06:00
Sunday,2019-01-06,1523,1956,1638,OO,Skywest Airlines Inc.,5892,N716SK,213,162,145,198,147,BZN,Bozeman Yellowstone International Airport (Gallatin Field Airport),ORD,Chicago O'Hare International Airport,1186,35,33,0,N,0,0,0,198,0,0,15,23,2019-01-06 15:23:00,1,15,BZN-ORD,2019-01-06 15:23:00,2019-01-06 19:56:00,2019-01-06 16:38:00
Monday,2019-04-08,2116,2313,2157,UA,United Air Lines Inc.,269,N556UA,117,86,69,76,45,ORD,Chicago O'Hare International Airport,MCI,Kansas City International Airport,403,5,43,0,N,0,0,0,36,0,40,21,16,2019-04-08 21:16:00,4,21,ORD-MCI,2019-04-08 21:16:00,2019-04-08 23:13:00,2019-04-08 21:57:00
Monday,2019-04-08,2020,2306,2245,WN,Southwest Airlines Co.,2350,N328SW,106,110,87,21,25,ABQ,Albuquerque International Sunport,MCI,Kansas City International Airport,718,6,13,0,N,0,4,0,0,0,17,20,20,2019-04-08 20:20:00,4,20,ABQ-MCI,2019-04-08 20:20:00,2019-04-08 23:06:00,2019-04-08 22:45:00
Wednesday,2019-04-10,1301,1746,1700,AA,American Airlines Inc.,1188,N3DDAA,165,175,142,46,56,SNA,John Wayne Airport (Orange County Airport),DFW,Dallas/Fort Worth International Airport,1205,7,16,0,N,0,7,0,0,0,39,13,1,2019-04-10 13:01:00,4,13,SNA-DFW,2019-04-10 13:01:00,2019-04-10 17:46:00,2019-04-10 17:00:00
Saturday,2019-05-11,1939,2112,2050,MQ,American Eagle Airlines Inc.,4146,N813AE,153,150,115,22,19,BDL,Bradley International Airport,ORD,Chicago O'Hare International Airport,783,30,8,0,N,0,0,0,3,0,19,19,39,2019-05-11 19:39:00,5,19,BDL-ORD,2019-05-11 19:39:00,2019-05-11 21:12:00,2019-05-11 20:50:00
Saturday,2019-01-26,1255,1837,1805,AA,American Airlines Inc.,1008,N4XXAA,222,220,197,32,30,PDX,Portland International Airport,DFW,Dallas/Fort Worth International Airport,1616,9,16,0,N,0,4,0,2,0,26,12,55,2019-01-26 12:55:00,1,12,PDX-DFW,2019-01-26 12:55:00,2019-01-26 18:37:00,2019-01-26 18:05:00
Tuesday,2019-04-09,1325,1452,1420,WN,Southwest Airlines Co.,2003,N458WN,87,90,77,32,35,SAN,San Diego International Airport (Lindbergh Field),SFO,San Francisco International Airport,447,3,7,0,N,0,0,0,0,0,32,13,25,2019-04-09 13:25:00,4,13,SAN-SFO,2019-04-09 13:25:00,2019-04-09 14:52:00,2019-04-09 14:20:00
Saturday,2019-01-19,1531,1821,1720,B6,JetBlue Airways,303,N548JB,170,160,141,61,51,IAD,Washington Dulles International Airport,FLL,Fort Lauderdale-Hollywood International Airport,901,10,19,0,N,0,26,0,10,0,25,15,31,2019-01-19 15:31:00,1,15,IAD-FLL,2019-01-19 15:31:00,2019-01-19 18:21:00,2019-01-19 17:20:00
Saturday,2019-01-05,1350,1706,1554,DL,Delta Air Lines Inc.,1621,N3735D,136,114,77,72,50,SAN,San Diego International Airport (Lindbergh Field),SLC,Salt Lake City International Airport,626,7,52,0,N,0,0,0,22,0,50,13,50,2019-01-05 13:50:00,1,13,SAN-SLC,2019-01-05 13:50:00,2019-01-05 17:06:00,2019-01-05 15:54:00
Saturday,2019-05-18,1750,2040,1924,US,US Airways Inc.,1928,N123UW,170,164,146,76,70,RSW,Southwest Florida International Airport,PHL,Philadelphia International Airport,992,9,15,0,N,0,0,0,76,0,0,17,50,2019-05-18 17:50:00,5,17,RSW-PHL,2019-05-18 17:50:00,2019-05-18 20:40:00,2019-05-18 19:24:00
Monday,2019-03-18,1900,2008,1840,WN,Southwest Airlines Co.,518,N693SW,68,70,51,88,90,AUS,Austin-Bergstrom International Airport,LBB,Lubbock Preston Smith International Airport,341,4,13,0,N,0,5,0,0,0,83,19,0,2019-03-18 19:00:00,3,19,AUS-LBB,2019-03-18 19:00:00,2019-03-18 20:08:00,2019-03-19 18:40:00
Thursday,2019-05-09,2119,2222,2130,WN,Southwest Airlines Co.,57,N330SW,63,60,51,52,49,DAL,Dallas Love Field,HOU,William P. Hobby Airport,239,4,8,0,N,0,4,0,3,0,45,21,19,2019-05-09 21:19:00,5,21,DAL-HOU,2019-05-09 21:19:00,2019-05-09 22:22:00,2019-05-09 21:30:00
Tuesday,2019-01-08,1325,1327,1230,WN,Southwest Airlines Co.,1654,N259WN,62,65,49,57,60,DTW,Detroit Metropolitan Airport,MDW,Chicago Midway International Airport,229,6,7,0,N,0,0,0,0,0,57,13,25,2019-01-08 13:25:00,1,13,DTW-MDW,2019-01-08 13:25:00,2019-01-08 13:27:00,2019-01-09 12:30:00
Saturday,2019-03-30,1639,2006,1850,AA,American Airlines Inc.,1930,N631AA,207,195,171,76,64,MIA,Miami International Airport,BOS,Gen. Edward Lawrence Logan International Airport,1258,9,27,0,N,0,0,5,12,0,59,16,39,2019-03-30 16:39:00,3,16,MIA-BOS,2019-03-30 16:39:00,2019-03-30 20:06:00,2019-03-30 18:50:00
Thursday,2019-01-03,2156,2318,2255,WN,Southwest Airlines Co.,2467,N770SA,82,85,74,23,26,SMF,Sacramento International Airport,SAN,San Diego International Airport (Lindbergh Field),480,2,6,0,N,0,0,0,0,0,23,21,56,2019-01-03 21:56:00,1,21,SMF-SAN,2019-01-03 21:56:00,2019-01-03 23:18:00,2019-01-03 22:55:00
Tuesday,2019-02-26,1332,1717,1620,AA,American Airlines Inc.,474,N417AA,165,125,97,57,17,DFW,Dallas/Fort Worth International Airport,ATL,Hartsfield-Jackson Atlanta International Airport,732,8,60,0,N,0,0,0,57,0,0,13,32,2019-02-26 13:32:00,2,13,DFW-ATL,2019-02-26 13:32:00,2019-02-26 17:17:00,2019-02-26 16:20:00
Sunday,2019-05-12,1426,1530,1445,WN,Southwest Airlines Co.,372,N315SW,64,65,54,45,46,LAX,Los Angeles International Airport,SJC,Norman Y. Mineta San José International Airport,308,2,8,0,N,0,0,0,2,0,43,14,26,2019-05-12 14:26:00,5,14,LAX-SJC,2019-05-12 14:26:00,2019-05-12 15:30:00,2019-05-12 14:45:00
Monday,2019-04-15,1831,1948,1825,MQ,American Eagle Airlines Inc.,4405,N677AE,137,150,106,83,96,HPN,Westchester County Airport,ORD,Chicago O'Hare International Airport,738,5,26,0,N,0,0,0,0,0,83,18,31,2019-04-15 18:31:00,4,18,HPN-ORD,2019-04-15 18:31:00,2019-04-15 19:48:00,2019-04-16 18:25:00
Thursday,2019-01-17,2032,2231,2105,AA,American Airlines Inc.,2493,N611AA,179,190,159,86,97,MIA,Miami International Airport,DFW,Dallas/Fort Worth International Airport,1121,4,16,0,N,0,8,0,0,0,78,20,32,2019-01-17 20:32:00,1,20,MIA-DFW,2019-01-17 20:32:00,2019-01-17 22:31:00,2019-01-17 21:05:00
Wednesday,2019-06-26,837,1023,910,AA,American Airlines Inc.,309,N436AA,166,140,113,73,47,LGA,LaGuardia Airport (Marine Air Terminal),ORD,Chicago O'Hare International Airport,733,22,31,0,N,0,47,0,26,0,0,8,37,2019-06-26 08:37:00,6,8,LGA-ORD,2019-06-26 08:37:00,2019-06-26 10:23:00,2019-06-26 09:10:00
Monday,2019-06-10,1554,1627,1537,OO,Skywest Airlines Inc.,3861,N449SW,93,96,78,50,53,SLC,Salt Lake City International Airport,RNO,Reno/Tahoe International Airport,422,4,11,0,N,0,50,0,0,0,0,15,54,2019-06-10 15:54:00,6,15,SLC-RNO,2019-06-10 15:54:00,2019-06-10 16:27:00,2019-06-11 15:37:00
Friday,2019-06-28,1241,1317,1245,MQ,American Eagle Airlines Inc.,4590,N736DT,96,105,85,32,41,DCA,Ronald Reagan Washington National Airport,BNA,Nashville International Airport,562,3,8,0,N,0,0,0,0,0,32,12,41,2019-06-28 12:41:00,6,12,DCA-BNA,2019-06-28 12:41:00,2019-06-28 13:17:00,2019-06-28 12:45:00
Wednesday,2019-06-26,1647,1937,1916,DL,Delta Air Lines Inc.,943,N1402A,350,336,323,21,7,LAX,Los Angeles International Airport,OGG,Kahului Airport,2486,8,19,0,N,0,7,0,14,0,0,16,47,2019-06-26 16:47:00,6,16,LAX-OGG,2019-06-26 16:47:00,2019-06-26 19:37:00,2019-06-26 19:16:00
Saturday,2019-06-29,2232,113,2044,DL,Delta Air Lines Inc.,927,N905DE,161,169,115,269,277,LGA,LaGuardia Airport (Marine Air Terminal),ATL,Hartsfield-Jackson Atlanta International Airport,761,6,40,0,N,0,0,29,0,0,240,22,32,2019-06-29 22:32:00,6,22,LGA-ATL,2019-06-29 22:32:00,2019-06-30 01:13:00,2019-06-30 20:44:00
Sunday,2019-02-03,1331,1653,1523,US,US Airways Inc.,535,N801AW,142,74,50,90,22,LAS,McCarran International Airport,PHX,Phoenix Sky Harbor International Airport,256,5,87,0,N,0,1,0,68,0,21,13,31,2019-02-03 13:31:00,2,13,LAS-PHX,2019-02-03 13:31:00,2019-02-03 16:53:00,2019-02-03 15:23:00
Saturday,2019-06-29,1428,1557,1527,F9,Frontier Airlines Inc.,533,N940FR,149,153,125,30,34,MDW,Chicago Midway International Airport,DEN,Denver International Airport,895,9,15,0,N,0,30,0,0,0,0,14,28,2019-06-29 14:28:00,6,14,MDW-DEN,2019-06-29 14:28:00,2019-06-29 15:57:00,2019-06-29 15:27:00
Monday,2019-04-22,1209,1437,1422,AS,Alaska Airlines Inc.,402,N961AS,88,80,62,15,7,SEA,Seattle-Tacoma International Airport,BOI,Boise Airport (Boise Air Terminal),399,4,22,0,N,0,7,0,8,0,0,12,9,2019-04-22 12:09:00,4,12,SEA-BOI,2019-04-22 12:09:00,2019-04-22 14:37:00,2019-04-22 14:22:00
Tuesday,2019-01-22,1712,1818,1723,OO,Skywest Airlines Inc.,6471,N907SW,126,128,112,55,57,ABQ,Albuquerque International Sunport,LAX,Los Angeles International Airport,677,5,9,0,N,0,0,0,55,0,0,17,12,2019-01-22 17:12:00,1,17,ABQ-LAX,2019-01-22 17:12:00,2019-01-22 18:18:00,2019-01-22 17:23:00
Tuesday,2019-02-12,1038,1201,1125,WN,Southwest Airlines Co.,2447,N693SW,83,90,64,36,43,LAS,McCarran International Airport,SFO,San Francisco International Airport,414,8,11,0,N,0,0,36,0,0,0,10,38,2019-02-12 10:38:00,2,10,LAS-SFO,2019-02-12 10:38:00,2019-02-12 12:01:00,2019-02-12 11:25:00
Thursday,2019-05-23,1708,1813,1700,WN,Southwest Airlines Co.,2473,N674AA,65,65,46,73,73,PHX,Phoenix Sky Harbor International Airport,LAS,McCarran International Airport,256,4,15,0,N,0,0,73,0,0,0,17,8,2019-05-23 17:08:00,5,17,PHX-LAS,2019-05-23 17:08:00,2019-05-23 18:13:00,2019-05-24 17:00:00
Thursday,2019-04-11,1932,2114,2055,AA,American Airlines Inc.,497,N598AA,102,90,84,19,7,MEM,Memphis International Airport,DFW,Dallas/Fort Worth International Airport,432,6,12,0,N,0,0,0,12,0,7,19,32,2019-04-11 19:32:00,4,19,MEM-DFW,2019-04-11 19:32:00,2019-04-11 21:14:00,2019-04-11 20:55:00
